path	mode	kind	git_object_id	bytes	sha256	status	reason
requests/utils.py	100644	blob	ad5358381ab96bd6d426b4754f02d104505a1e9a	33228	e7fc2cf9bb0a23d10797b8f6ef28bee871733c12ae96d3e077b1df3eb513a162	included	
requirements-dev.txt	100644	blob	6edee417819d29c046327cdf5bf4fbe32d6f93d9	160	974152bb4941c4db65ad9a4b46257192d8d7559513f08080451c9a4b8e34259a	excluded	outside-native-package
setup.cfg	100644	blob	33af66eb15d9fa5a869c74b955f1418f928d2e8a	345	fcf1bc5cd6688531e4bd64df3fa179cb7f078355f47bf6993f471e5f5c7cccf9	excluded	outside-native-package
setup.py	100755	blob	23977ed77a235bc54916df5e883a3dca5f5a6b1e	3951	49d24cf76f7bdcb9b126bfd036a5868fbc739870f284f0e66da9657b108a0771	excluded	outside-native-package
tests/__init__.py	100644	blob	04385be18ac53b27d54a037b1c54fec7b5e61d8a	329	1ce44cf0de798ecbb6f24fa0b8ef302e39db6fd6eda5c275cc8d434c4f2d53c9	excluded	outside-native-package
tests/compat.py	100644	blob	7618aa157bafb93329426b92f13d9c982f33b18b	480	d58ff5e3167de0140a667cc51427f809c552e485875c95b9dad43ce13ba15083	excluded	outside-native-package
tests/conftest.py	100644	blob	530a4c2a5f9917d62ffed2e2eecfdb8164655740	1581	c31d83bf96fbf585c0d497fbf21a39b2e69411948ddb947e5ad51e5857976c5c	excluded	outside-native-package
tests/test_help.py	100644	blob	fb4e967c5372d45b429528bd5897cbb60db77f6c	808	4581acb9c3f69a3ca8c9c1b574d77b11a3b11c0a0aaa0645d16988cc444c4075	excluded	outside-native-package
tests/test_hooks.py	100644	blob	7445525ec857ee0474e0f340911c3cdcbc49555c	424	a9e5163f538543a660be3b06650cd0b803ff0c503f5948f66b6fc50ede38109c	excluded	outside-native-package
tests/test_lowlevel.py	100644	blob	859d07e8a594b2a80acae666949971f6ead90299	15343	2dc5990ef15fbbfcf1681827a337e6195144ee0e2031fb951ed1d32e29cdc27d	excluded	outside-native-package
tests/test_packages.py	100644	blob	b55cb68c452742325c2efcca6a345f3de27c249e	229	90875423db059d65b39416d7b6d01b18938851b8071279877400beb506e08676	excluded	outside-native-package
tests/test_requests.py	100644	blob	5b4c3f53fadd07377ba932dcffcb478d3f9b9f76	96392	9fa6f7abaf70a55304dcae8a03e098803cd0f1944702f9578f19d4183c48b836	excluded	outside-native-package
tests/test_structures.py	100644	blob	e2fd5baaf27237ce0b63dc3df9955e6c7d08d863	2279	f7b80e00888105ae80312203279e0cf9256726740bcaa15c6cee7c2c07d33d60	excluded	outside-native-package
tests/test_testserver.py	100644	blob	c73a3f1f59cc5cb487e444cc20d3fc65191e0802	5553	5c388f68ff0bb13c255856ed19c5943ed493cfa52a62ad557c5ae84887b5da1f	excluded	outside-native-package
tests/test_utils.py	100644	blob	112bbd1eafb35c5c02beecc200f57b59c1792300	28254	5a98862b9e19412592ff497fd9df5920e6c3ab5852f581c21280bbb6af773fc2	excluded	outside-native-package
tests/testserver/__init__.py	100644	blob	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	excluded	outside-native-package
tests/testserver/server.py	100644	blob	5936abdf8b75ca730a0c4c62da63d0338174d17f	3832	242ffb78788e384a47cd3278df58064d6f480f306ffd0f789ce357969d3cb7a8	excluded	outside-native-package
tests/utils.py	100644	blob	6cb75bfb6ad8a6c5519accd8a7e7c80d01809afa	366	cfaec86690eba62573c8c730a121332837809333fb2b1006a20e2e8f4d34d4de	excluded	outside-native-package
tox.ini	100644	blob	2e4fd90d32658db5177a5f3d122804a3934d2780	268	31f8504cc26c38a9e5b69951d2b535678b094a72eda0d159d97c549189b9d983	excluded	outside-native-package
